"","id","category","item","sp1","dist","range"
"2162","SU3WEJHLYmi","Fruits","starfruit",9,-7,15
"2163","SU3WEJHLYmi","Fruits","banana",2,15,15
"2164","SU3WEJHLYmi","Animals","cat",2,-1,20
"2165","SU3WEJHLYmi","Animals","dog",1,4,20
"2166","SU3WEJHLYmi","Animals","lion",5,3,20
"2167","SU3WEJHLYmi","Animals","caracal",8,1,20
"2168","SU3WEJHLYmi","Animals","serval",9,7,20
"2169","SU3WEJHLYmi","Animals","ox",16,-2,20
"2170","SU3WEJHLYmi","Animals","zebra",14,9,20
"2171","SU3WEJHLYmi","Animals","kangaroo",23,-20,20
"2172","SU3WEJHLYmi","Animals","eagle",3,16,20
"2173","SU3WEJHLYmi","Animals","crow",19,1,20
"2174","SU3WEJHLYmi","Animals","lizard",20,1,20
"2175","SU3WEJHLYmi","Animals","turtle",21,-4,20
"2176","SU3WEJHLYmi","Animals","cow",17,1,20
"2177","SU3WEJHLYmi","Animals","chicken",18,-3,20
"2178","SU3WEJHLYmi","Animals","gazelle",15,-8,20
"2179","SU3WEJHLYmi","Animals","elephant",7,4,20
"2180","SU3WEJHLYmi","Animals","dolphin",11,1,20
"2181","SU3WEJHLYmi","Methods of Transportation","car",1,1,10
"2182","SU3WEJHLYmi","Methods of Transportation","train",2,4,10
"2183","SU3WEJHLYmi","Methods of Transportation","bike",6,1,10
"2184","SU3WEJHLYmi","Methods of Transportation","motorcycle",7,8,10
"2185","SU3WEJHLYmi","Methods of Transportation","helicopter",15,-10,10
"2186","SU3WEJHLYmi","Methods of Transportation","scooter",5,-2,10
"2187","SU3WEJHLYmi","Methods of Transportation","boat",3,8,10
"2188","SU3WEJHLYmi","Methods of Transportation","ferry",11,3,10
"2189","SU3WEJHLYmi","Methods of Transportation","submarine",14,-1,10
"2190","SU3WEJHLYmi","Methods of Transportation","skateboard",13,-9,10
"2191","SU3WEJHLYmi","Methods of Transportation","plane",4,6,10
"2192","SU3WEJHLYmi","Units of measurement","inch",1,1,6
"2193","SU3WEJHLYmi","Units of measurement","feet",2,1,6
"2194","SU3WEJHLYmi","Units of measurement","yard",3,6,6
"2195","SU3WEJHLYmi","Units of measurement","mile",9,-4,6
"2196","SU3WEJHLYmi","Units of measurement","mililiter",5,3,6
"2197","SU3WEJHLYmi","Units of measurement","micrometer",8,-4,6
"2198","SU3WEJHLYmi","Units of measurement","meter",4,2,6
"2199","SU3WEJHLYmi","Units of measurement","centimeter",6,4,6
"2200","SU3WEJHLYmi","Units of measurement","click",10,1,6
"2201","SU3WEJHLYmi","Sporting Games","football",1,1,16
"2202","SU3WEJHLYmi","Sporting Games","basketball",2,1,16
"2203","SU3WEJHLYmi","Sporting Games","baseball",3,2,16
"2204","SU3WEJHLYmi","Sporting Games","icehockey",5,1,16
"2205","SU3WEJHLYmi","Sporting Games","fieldhockey",6,14,16
"2206","SU3WEJHLYmi","Sporting Games","lacrosse",20,-16,16
"2207","SU3WEJHLYmi","Sporting Games","soccer",4,14,16
"2208","SU3WEJHLYmi","Sporting Games","rowing",18,1,16
"2209","SU3WEJHLYmi","Sporting Games","softball",19,-11,16
"2210","SU3WEJHLYmi","Sporting Games","poloshirt",8,1,16
"2211","SU3WEJHLYmi","Sporting Games","waterpolo",9,1,16
"2212","SU3WEJHLYmi","Sporting Games","tennis",10,1,16
"2213","SU3WEJHLYmi","Sporting Games","golf",11,10,16
"2214","SU3WEJHLYmi","Sporting Games","rugby",21,1,16
"2215","SU3WEJHLYmi","Sporting Games","australianfootball",22,-8,16
"2216","SU3WEJHLYmi","Sporting Games","trackandfield",14,1,16
"2217","SU3WEJHLYmi","Sporting Games","crosscountry",15,-3,16
"2218","SU3WEJHLYmi","Sporting Games","ultimatefrisbee",12,4,16
"2219","SU3WEJHLYmi","Sporting Games","boxing",16,1,16
"2220","SU3WEJHLYmi","Objects You Would Find in The Kitchen","fork",1,1,11
"2221","SU3WEJHLYmi","Objects You Would Find in The Kitchen","knife",2,1,11
"2222","SU3WEJHLYmi","Objects You Would Find in The Kitchen","spoon",3,1,11
"2223","SU3WEJHLYmi","Objects You Would Find in The Kitchen","fridge",4,8,11
"2224","SU3WEJHLYmi","Objects You Would Find in The Kitchen","oven",12,-1,11
"2225","SU3WEJHLYmi","Objects You Would Find in The Kitchen","sink",11,-5,11
"2226","SU3WEJHLYmi","Objects You Would Find in The Kitchen","microwave",6,7,11
"2227","SU3WEJHLYmi","Objects You Would Find in The Kitchen","stovetop",13,-6,11
"2228","SU3WEJHLYmi","Objects You Would Find in The Kitchen","freezer",7,11,11
"2229","SU3WEJHLYmi","Objects You Would Find in The Kitchen","toaster",18,1,11
"2230","SU3WEJHLYmi","Objects You Would Find in The Kitchen","toasteroven",19,-9,11
"2231","SU3WEJHLYmi","Objects You Would Find in The Kitchen","cuttingboard",10,5,11
"2232","SU3WEJHLYmi","Objects You Would Find in The Kitchen","rollingpin",15,-1,11
"2233","SU3WEJHLYmi","Objects You Would Find in The Kitchen","griddle",14,3,11
"2234","SU3WEJHLYmi","Objects You Would Find in The Kitchen","spatula",17,-1,11
"2235","SU3WEJHLYmi","Objects You Would Find in The Kitchen","whisk",16,-8,11
"2236","SU3WEJHLYmi","Objects You Would Find in The Kitchen","standmixer",8,1,11
"2237","SU3WEJHLYmi","Musical Instruments","guitar",1,1,14
"2238","SU3WEJHLYmi","Musical Instruments","piano",2,1,14
"2239","SU3WEJHLYmi","Musical Instruments","recorder",3,14,14
"2240","SU3WEJHLYmi","Musical Instruments","ocarina",17,-11,14
"2241","SU3WEJHLYmi","Musical Instruments","oboe",6,4,14
"2242","SU3WEJHLYmi","Musical Instruments","tuba",10,-1,14
"2243","SU3WEJHLYmi","Musical Instruments","trumpet",9,3,14
"2244","SU3WEJHLYmi","Musical Instruments","trombone",12,-5,14
"2245","SU3WEJHLYmi","Musical Instruments","violin",7,1,14
"2246","SU3WEJHLYmi","Musical Instruments","viola",8,-3,14
"2247","SU3WEJHLYmi","Musical Instruments","chello",5,8,14
"2248","SU3WEJHLYmi","Musical Instruments","drum",13,1,14
"2249","SU3WEJHLYmi","Musical Instruments","triangle",14,2,14
"2250","SU3WEJHLYmi","Musical Instruments","ukelele",16,-1,14
"2251","SU3WEJHLYmi","Musical Instruments","xylophone",15,-11,14
"2252","SU3WEJHLYmi","Musical Instruments","clarinet",4,7,14
"2253","SZCzvIE47st","Vegetables","celery",1,4,6
"2254","SZCzvIE47st","Vegetables","carrot",5,3,6
"2255","SZCzvIE47st","Vegetables","cucumber",8,-6,6
"2256","SZCzvIE47st","Vegetables","tomato",2,5,6
"2257","SZCzvIE47st","Vegetables","asparagus",7,-3,6
"2258","SZCzvIE47st","Vegetables","spinach",4,2,6
"2259","SZCzvIE47st","Vegetables","kale",6,-3,6
"2260","SZCzvIE47st","Pieces of Furniture","sofa",5,-4,7
"2261","SZCzvIE47st","Pieces of Furniture","couch",1,5,7
"2262","SZCzvIE47st","Pieces of Furniture","stool",6,-4,7
"2263","SZCzvIE47st","Pieces of Furniture","chair",2,1,7
"2264","SZCzvIE47st","Pieces of Furniture","table",3,7,7
"2265","SZCzvIE47st","Pieces of Furniture","dresser",10,-3,7
"2266","SZCzvIE47st","Clothing Articles","tshirt",1,1,8
"2267","SZCzvIE47st","Clothing Articles","longsleeveshirt",2,4,8
"2268","SZCzvIE47st","Clothing Articles","jacket",6,8,8
"2269","SZCzvIE47st","Clothing Articles","hat",14,3,8
"2270","SZCzvIE47st","Clothing Articles","suit",17,-1,8
"2271","SZCzvIE47st","Clothing Articles","tuxedo",16,2,8
"2272","SZCzvIE47st","Clothing Articles","dresspants",18,1,8
"2273","SZCzvIE47st","Clothing Articles","khakis",19,1,8
"2274","SZCzvIE47st","Clothing Articles","tights",20,-8,8
"2275","SZCzvIE47st","Clothing Articles","thong",12,1,8
"2276","SZCzvIE47st","Clothing Articles","bra",13,-2,8
"2277","SZCzvIE47st","Clothing Articles","underwear",11,-1,8
"2278","SZCzvIE47st","Clothing Articles","shorts",10,-1,8
"2279","SZCzvIE47st","Clothing Articles","jeans",9,-6,8
"2280","SZCzvIE47st","Clothing Articles","hoodie",3,1,8
"2281","SZCzvIE47st","Clothing Articles","sweater",4,1,8
"2282","SZCzvIE47st","Cities","boston",2,-1,12
"2283","SZCzvIE47st","Cities","newyorkcity",1,2,12
"2284","SZCzvIE47st","Cities","buffalo",3,3,12
"2285","SZCzvIE47st","Cities","cleveland",6,1,12
"2286","SZCzvIE47st","Cities","columbus",7,-2,12
"2287","SZCzvIE47st","Cities","chicago",5,10,12
"2288","SZCzvIE47st","Cities","oklahomacity",15,1,12
"2289","SZCzvIE47st","Cities","houston",16,5,12
"2290","SZCzvIE47st","Cities","jacksonville",21,-12,12
"2291","SZCzvIE47st","Cities","losangeles",9,2,12
"2292","SZCzvIE47st","Cities","sanjose",11,1,12
"2293","SZCzvIE47st","Cities","sanfrancisco",12,6,12
"2294","SZCzvIE47st","Cities","sanantonio",18,1,12
"2295","SZCzvIE47st","Cities","neworleans",19,1,12
"2296","SZCzvIE47st","Countries","zimbabwe",19,-2,24
"2297","SZCzvIE47st","Countries","southafrica",17,-15,24
"2298","SZCzvIE47st","Countries","china",2,7,24
"2299","SZCzvIE47st","Countries","japan",9,-1,24
"2300","SZCzvIE47st","Countries","southkorea",8,-1,24
"2301","SZCzvIE47st","Countries","northkorea",7,3,24
"2302","SZCzvIE47st","Countries","singapore",10,18,24
"2303","SZCzvIE47st","Countries","switzerland",28,-24,24
"2304","SZCzvIE47st","Countries","sweden",4,-1,24
"2305","SZCzvIE47st","Countries","finland",3,10,24
"2306","SZCzvIE47st","Countries","russia",13,13,24
"2307","SZCzvIE47st","Countries","norway",26,-12,24
"2308","SZCzvIE47st","Countries","france",14,1,24
"2309","SZCzvIE47st","Countries","spain",15,12,24
"2310","SZCzvIE47st","Countries","denmark",27,-4,24
"2311","SZCzvIE47st","Countries","afghanistan",23,-2,24
"2312","SZCzvIE47st","Countries","iran",21,1,24
"2313","SZCzvIE47st","Countries","iraq",22,7,24
"2314","SZCzvIE47st","Countries","unitedstates",29,-18,24
"2315","SZCzvIE47st","Fruits","apple",1,1,9
"2316","SZCzvIE47st","Fruits","orange",2,3,9
"2317","SZCzvIE47st","Fruits","strawberry",5,4,9
"2318","SZCzvIE47st","Fruits","dragonfruit",9,1,9
"2319","SZCzvIE47st","Fruits","passionfruit",10,-4,9
"2320","SZCzvIE47st","Fruits","blueberry",6,2,9
"2321","SZCzvIE47st","Fruits","mango",8,-1,9
"2322","SZCzvIE47st","Fruits","grape",7,9,9
"2323","SZCzvIE47st","Fruits","cherry",16,-3,9
"2324","SZCzvIE47st","Units of measurement","centimeter",1,1,8
"2325","SZCzvIE47st","Units of measurement","feet",2,2,8
"2326","SZCzvIE47st","Units of measurement","inch",4,6,8
"2327","SZCzvIE47st","Units of measurement","mile",10,1,8
"2328","SZCzvIE47st","Units of measurement","kilometer",11,-8,8
"2329","SZCzvIE47st","Units of measurement","yard",3,2,8
"2330","SZCzvIE47st","Units of measurement","millimeter",5,2,8
"2331","SZCzvIE47st","Units of measurement","pound",7,1,8
"2332","SZCzvIE47st","Units of measurement","ounce",8,-2,8
"2333","SZCzvIE47st","Units of measurement","gram",6,7,8
"2334","SZCzvIE47st","Units of measurement","milesperhour",13,-1,8
"2335","SZCzvIE47st","Sporting Games","hockey",1,1,12
"2336","SZCzvIE47st","Sporting Games","football",2,2,12
"2337","SZCzvIE47st","Sporting Games","lacrosse",4,9,12
"2338","SZCzvIE47st","Sporting Games","basketball",13,-10,12
"2339","SZCzvIE47st","Sporting Games","soccer",3,11,12
"2340","SZCzvIE47st","Sporting Games","cricket",14,1,12
"2341","SZCzvIE47st","Sporting Games","rugby",15,-6,12
"2342","SZCzvIE47st","Sporting Games","swimming",9,10,12
"2343","SZCzvIE47st","Sporting Games","diving",19,-12,12
"2344","SZCzvIE47st","Sporting Games","rowing",7,1,12
"2345","SZCzvIE47st","Objects You Would Find in The Kitchen","spoon",1,1,12
"2346","SZCzvIE47st","Objects You Would Find in The Kitchen","fork",2,1,12
"2347","SZCzvIE47st","Objects You Would Find in The Kitchen","knife",3,5,12
"2348","SZCzvIE47st","Objects You Would Find in The Kitchen","towel",8,2,12
"2349","SZCzvIE47st","Objects You Would Find in The Kitchen","blender",10,1,12
"2350","SZCzvIE47st","Objects You Would Find in The Kitchen","pot",11,1,12
"2351","SZCzvIE47st","Objects You Would Find in The Kitchen","pan",12,3,12
"2352","SZCzvIE47st","Objects You Would Find in The Kitchen","spatula",15,-6,12
"2353","SZCzvIE47st","Objects You Would Find in The Kitchen","shredder",9,9,12
"2354","SZCzvIE47st","Objects You Would Find in The Kitchen","stove",18,-12,12
"2355","SZCzvIE47st","Musical Instruments","trumpet",1,5,8
"2356","SZCzvIE47st","Musical Instruments","trombone",6,-3,8
"2357","SZCzvIE47st","Musical Instruments","flute",3,8,8
"2358","SZCzvIE47st","Musical Instruments","chello",11,-3,8
"2359","SZCzvIE47st","Musical Instruments","tuba",8,5,8
"2360","SZCzvIE47st","Musical Instruments","recorder",13,-1,8
"2361","SZCzvIE47st","Musical Instruments","synth",12,-7,8
"2362","SZCzvIE47st","Musical Instruments","bass",5,4,8
"2363","SZCzvIE47st","Musical Instruments","saxophone",9,-2,8
"2364","SZCzvIE47st","Musical Instruments","drum",7,-5,8
"2365","SIaaE8ECBgF","Vegetables","onion",3,-2,4
"2366","SIaaE8ECBgF","Vegetables","carrot",1,1,4
"2367","SIaaE8ECBgF","Vegetables","lettuce",2,4,4
"2368","SIaaE8ECBgF","Vegetables","spinach",6,-1,4
"2369","SIaaE8ECBgF","Cities","philadelphia",1,23,23
"2370","SIaaE8ECBgF","Cities","pittsburgh",24,-16,23
"2371","SIaaE8ECBgF","Cities","toronto",8,1,23
"2372","SIaaE8ECBgF","Cities","ottawa",9,6,23
"2373","SIaaE8ECBgF","Cities","montreal",15,-12,23
"2374","SIaaE8ECBgF","Cities","boston",3,-1,23
"2375","SIaaE8ECBgF","Cities","chicago",2,8,23
"2376","SIaaE8ECBgF","Cities","miami",10,1,23
"2377","SIaaE8ECBgF","Cities","tampa",11,2,23
"2378","SIaaE8ECBgF","Cities","houston",13,12,23
"2379","SIaaE8ECBgF","Cities","dallas",25,-13,23
"2380","SIaaE8ECBgF","Cities","jacksonville",12,4,23
"2381","SIaaE8ECBgF","Cities","oklahomacity",16,-12,23
"2382","SIaaE8ECBgF","Countries","unitedstates",1,2,20
"2383","SIaaE8ECBgF","Countries","canada",3,-1,20
"2384","SIaaE8ECBgF","Countries","mexico",2,4,20
"2385","SIaaE8ECBgF","Countries","brazil",6,18,20
"2386","SIaaE8ECBgF","Countries","chile",24,1,20
"2387","SIaaE8ECBgF","Countries","argentina",25,-20,20
"2388","SIaaE8ECBgF","Countries","france",5,3,20
"2389","SIaaE8ECBgF","Countries","england",8,6,20
"2390","SIaaE8ECBgF","Countries","italy",14,-5,20
"2391","SIaaE8ECBgF","Countries","ireland",9,10,20
"2392","SIaaE8ECBgF","Countries","norway",19,-1,20
"2393","SIaaE8ECBgF","Countries","sweden",18,-1,20
"2394","SIaaE8ECBgF","Countries","finland",17,-5,20
"2395","SIaaE8ECBgF","Countries","russia",12,8,20
"2396","SIaaE8ECBgF","Countries","belarus",20,-7,20
"2397","SIaaE8ECBgF","Countries","ukraine",13,14,20
"2398","SIaaE8ECBgF","Countries","poland",27,-11,20
"2399","SIaaE8ECBgF","Countries","germany",16,-1,20
"2400","SIaaE8ECBgF","Countries","serbia",15,-4,20
"2401","SIaaE8ECBgF","Countries","spain",11,-1,20
"2402","SIaaE8ECBgF","Fruits","apple",1,1,12
"2403","SIaaE8ECBgF","Fruits","orange",2,8,12
"2404","SIaaE8ECBgF","Fruits","kiwi",10,-5,12
"2405","SIaaE8ECBgF","Fruits","tomato",5,-1,12
"2406","SIaaE8ECBgF","Fruits","watermelon",4,12,12
"2407","SIaaE8ECBgF","Fruits","mango",16,-4,12
"2408","SIaaE8ECBgF","Fruits","strawberry",12,-4,12
"2409","SIaaE8ECBgF","Fruits","cherry",8,3,12
"2410","SIaaE8ECBgF","Fruits","pineapple",11,2,12
"2411","SIaaE8ECBgF","Fruits","raspberry",13,1,12
"2412","SIaaE8ECBgF","Fruits","blueberry",14,1,12
"2413","SIaaE8ECBgF","Fruits","blackberry",15,-12,12
"2414","SIaaE8ECBgF","Fruits","banana",3,6,12
"2415","SIaaE8ECBgF","Animals","dog",1,1,8
"2416","SIaaE8ECBgF","Animals","cat",2,1,8
"2417","SIaaE8ECBgF","Animals","bat",3,1,8
"2418","SIaaE8ECBgF","Animals","rat",4,1,8
"2419","SIaaE8ECBgF","Animals","mouse",5,3,8
"2420","SIaaE8ECBgF","Animals","tiger",8,1,8
"2421","SIaaE8ECBgF","Animals","lion",9,8,8
"2422","SIaaE8ECBgF","Animals","cow",17,-1,8
"2423","SIaaE8ECBgF","Animals","pig",16,2,8
"2424","SIaaE8ECBgF","Animals","chicken",18,-8,8
"2425","SIaaE8ECBgF","Animals","elephant",10,2,8
"2426","SIaaE8ECBgF","Animals","zebra",12,-1,8
"2427","SIaaE8ECBgF","Animals","monkey",11,4,8
"2428","SIaaE8ECBgF","Animals","sheep",15,-1,8
"2429","SIaaE8ECBgF","Animals","lamb",14,-8,8
"2430","SIaaE8ECBgF","Methods of Transportation","car",1,1,8
"2431","SIaaE8ECBgF","Methods of Transportation","bus",2,8,8
"2432","SIaaE8ECBgF","Methods of Transportation","boat",10,-6,8
"2433","SIaaE8ECBgF","Methods of Transportation","plane",4,-1,8
"2434","SIaaE8ECBgF","Methods of Transportation","train",3,4,8
"2435","SIaaE8ECBgF","Methods of Transportation","walking",7,-2,8
"2436","SIaaE8ECBgF","Methods of Transportation","bike",5,1,8
"2437","SIaaE8ECBgF","Methods of Transportation","scooter",6,5,8
"2438","SIaaE8ECBgF","Methods of Transportation","truck",11,2,8
"2439","SIaaE8ECBgF","Methods of Transportation","cargoship",13,-4,8
"2440","SIaaE8ECBgF","Methods of Transportation","skateboard",9,-1,8
"2441","SIaaE8ECBgF","Units of measurement","gram",14,-13,13
"2442","SIaaE8ECBgF","Units of measurement","meter",1,5,13
"2443","SIaaE8ECBgF","Units of measurement","liter",6,9,13
"2444","SIaaE8ECBgF","Units of measurement","kilogram",15,-2,13
"2445","SIaaE8ECBgF","Units of measurement","kiloliter",13,-11,13
"2446","SIaaE8ECBgF","Units of measurement","kilometer",2,9,13
"2447","SIaaE8ECBgF","Units of measurement","centimeter",11,-8,13
"2448","SIaaE8ECBgF","Units of measurement","feet",3,1,13
"2449","SIaaE8ECBgF","Units of measurement","inch",4,1,13
"2450","SIaaE8ECBgF","Units of measurement","mile",5,3,13
"2451","SIaaE8ECBgF","Units of measurement","gallon",8,1,13
"2452","SIaaE8ECBgF","Units of measurement","ounce",9,3,13
"2453","SIaaE8ECBgF","Sporting Games","football",1,2,8
"2454","SIaaE8ECBgF","Sporting Games","baseball",3,4,8
"2455","SIaaE8ECBgF","Sporting Games","basketball",7,-2,8
"2456","SIaaE8ECBgF","Sporting Games","soccer",5,8,8
"2457","SIaaE8ECBgF","Sporting Games","lacrosse",13,-1,8
"2458","SIaaE8ECBgF","Sporting Games","volleyball",12,-8,8
"2459","SIaaE8ECBgF","Sporting Games","golf",4,7,8
"2460","SIaaE8ECBgF","Sporting Games","trackandfield",11,3,8
"2461","SIaaE8ECBgF","Sporting Games","swimming",14,1,8
"2462","SIaaE8ECBgF","Sporting Games","rowing",15,1,8
"2463","SIaaE8ECBgF","Objects You Would Find in The Kitchen","sink",12,6,17
"2464","SIaaE8ECBgF","Objects You Would Find in The Kitchen","cabinet",18,-17,17
"2465","SIaaE8ECBgF","Objects You Would Find in The Kitchen","knife",1,1,17
"2466","SIaaE8ECBgF","Objects You Would Find in The Kitchen","fork",2,1,17
"2467","SIaaE8ECBgF","Objects You Would Find in The Kitchen","spoon",3,11,17
"2468","SIaaE8ECBgF","Objects You Would Find in The Kitchen","cuttingboard",14,-5,17
"2469","SIaaE8ECBgF","Objects You Would Find in The Kitchen","oven",9,1,17
"2470","SIaaE8ECBgF","Objects You Would Find in The Kitchen","dishwasher",10,9,17
"2471","SIaaE8ECBgF","Objects You Would Find in The Kitchen","microwave",19,3,17
"2472","SIaaE8ECBgF","Objects You Would Find in The Kitchen","stove",22,-5,17
"2473","SIaaE8ECBgF","Objects You Would Find in The Kitchen","freezer",17,3,17
"2474","SIaaE8ECBgF","Objects You Would Find in The Kitchen","toaster",20,3,17
"2475","SIaaE8ECBgF","Objects You Would Find in The Kitchen","exhaustfan",23,-8,17
"2476","SIaaE8ECBgF","Objects You Would Find in The Kitchen","trashcan",15,-10,17
"2477","SIaaE8ECBgF","Objects You Would Find in The Kitchen","shelf",5,-1,17
"2478","SIaaE8ECBgF","Objects You Would Find in The Kitchen","napkin",4,17,17
"2479","SIaaE8ECBgF","Musical Instruments","guitar",1,1,10
"2480","SIaaE8ECBgF","Musical Instruments","bass",2,1,10
"2481","SIaaE8ECBgF","Musical Instruments","drum",3,10,10
"2482","SIaaE8ECBgF","Musical Instruments","piano",13,1,10
"2483","SIaaE8ECBgF","Musical Instruments","keyboard",14,-3,10
"2484","SIaaE8ECBgF","Musical Instruments","oboe",11,-7,10
"2485","SIaaE8ECBgF","Musical Instruments","trumpet",4,1,10
"2486","SIaaE8ECBgF","Musical Instruments","trombone",5,1,10
"2487","SIaaE8ECBgF","Musical Instruments","flute",6,1,10
"2488","SIaaE8ECBgF","Musical Instruments","clarinet",7,3,10
"2489","SIaaE8ECBgF","Musical Instruments","chello",10,-1,10
"2490","SIaaE8ECBgF","Musical Instruments","violin",9,-1,10
"2491","SIaaE8ECBgF","Musical Instruments","saxophone",8,8,10
"2492","SIaaE8ECBgF","Musical Instruments","harp",16,-1,10
"2493","S2ATfJpFbKU","Units of measurement","meter",2,1,9
"2494","S2ATfJpFbKU","Units of measurement","kilometer",3,1,9
"2495","S2ATfJpFbKU","Units of measurement","centimeter",4,1,9
"2496","S2ATfJpFbKU","Units of measurement","millimeter",5,-4,9
"2497","S2ATfJpFbKU","Units of measurement","mile",1,6,9
"2498","S2ATfJpFbKU","Units of measurement","feet",7,1,9
"2499","S2ATfJpFbKU","Units of measurement","yard",8,9,9
"2500","S2ATfJpFbKU","Units of measurement","liter",17,1,9
"2501","S2ATfJpFbKU","Units of measurement","gallon",18,-7,9
"2502","SkMEzQS0zZI","Vegetables","lettuce",1,1,7
"2503","SkMEzQS0zZI","Vegetables","zucchini",2,2,7
"2504","SkMEzQS0zZI","Vegetables","carrot",4,7,7
"2505","SkMEzQS0zZI","Vegetables","celery",11,-1,7
"2506","SkMEzQS0zZI","Vegetables","leek",10,-7,7
"2507","SkMEzQS0zZI","Vegetables","broccoli",3,4,7
"2508","SkMEzQS0zZI","Pieces of Furniture","lamp",6,-5,5
"2509","SkMEzQS0zZI","Pieces of Furniture","chair",1,1,5
"2510","SkMEzQS0zZI","Pieces of Furniture","sofa",2,3,5
"2511","SkMEzQS0zZI","Pieces of Furniture","ottoman",5,-2,5
"2512","SkMEzQS0zZI","Pieces of Furniture","table",3,1,5
"2513","SkMEzQS0zZI","Pieces of Furniture","cabinet",4,5,5
"2514","SkMEzQS0zZI","Clothing Articles","shirt",1,1,16
"2515","SkMEzQS0zZI","Clothing Articles","pants",2,6,16
"2516","SkMEzQS0zZI","Clothing Articles","underwear",8,1,16
"2517","SkMEzQS0zZI","Clothing Articles","bra",9,10,16
"2518","SkMEzQS0zZI","Clothing Articles","belt",19,-13,16
"2519","SkMEzQS0zZI","Clothing Articles","headband",6,4,16
"2520","SkMEzQS0zZI","Clothing Articles","hairtie",10,10,16
"2521","SkMEzQS0zZI","Clothing Articles","tie",20,-16,16
"2522","SkMEzQS0zZI","Clothing Articles","sweater",4,3,16
"2523","SkMEzQS0zZI","Clothing Articles","vest",7,-2,16
"2524","SkMEzQS0zZI","Clothing Articles","sweatshirt",5,7,16
"2525","SkMEzQS0zZI","Clothing Articles","hat",12,3,16
"2526","SkMEzQS0zZI","Clothing Articles","shoes",15,1,16
"2527","SkMEzQS0zZI","Clothing Articles","slippers",16,2,16
"2528","SkMEzQS0zZI","Cities","chicago",2,1,11
"2529","SkMEzQS0zZI","Cities","boston",3,1,11
"2530","SkMEzQS0zZI","Cities","newyorkcity",4,11,11
"2531","SkMEzQS0zZI","Cities","kyoto",15,-1,11
"2532","SkMEzQS0zZI","Cities","tokyo",14,2,11
"2533","SkMEzQS0zZI","Cities","sydney",16,-7,11
"2534","SkMEzQS0zZI","Cities","littlerock",9,1,11
"2535","SkMEzQS0zZI","Countries","pakistan",23,-15,19
"2536","SkMEzQS0zZI","Countries","uruguay",8,1,19
"2537","SkMEzQS0zZI","Countries","paraguay",9,-3,19
"2538","SkMEzQS0zZI","Countries","canada",6,13,19
"2539","SkMEzQS0zZI","Countries","russia",19,1,19
"2540","SkMEzQS0zZI","Countries","ukraine",20,-3,19
"2541","SkMEzQS0zZI","Countries","myanmar",17,-13,19
"2542","SkMEzQS0zZI","Countries","peru",4,-1,19
"2543","SkMEzQS0zZI","Countries","brazil",3,11,19
"2544","SkMEzQS0zZI","Countries","yemen",14,1,19
"2545","SkMEzQS0zZI","Countries","oman",15,3,19
"2546","SkMEzQS0zZI","Countries","mongolia",18,-13,19
"2547","SkMEzQS0zZI","Countries","unitedstates",5,19,19
"2548","SkMEzQS0zZI","Countries","tajikistan",24,1,19
"2549","SkMEzQS0zZI","Countries","kyrgyzstan",25,1,19
"2550","SkMEzQS0zZI","Countries","england",26,2,19
"2551","SkMEzQS0zZI","Fruits","watermelon",5,-4,9
"2552","SkMEzQS0zZI","Fruits","banana",1,6,9
"2553","SkMEzQS0zZI","Fruits","dragonfruit",7,9,9
"2554","SkMEzQS0zZI","Fruits","apple",16,-5,9
"2555","SkMEzQS0zZI","Fruits","peach",11,-1,9
"2556","SkMEzQS0zZI","Fruits","pear",10,-6,9
"2557","SkMEzQS0zZI","Fruits","guava",4,8,9
"2558","SkMEzQS0zZI","Fruits","kiwi",12,3,9
"2559","SkMEzQS0zZI","Animals","crane",10,1,24
"2560","SkMEzQS0zZI","Animals","swallow",11,-9,24
"2561","SkMEzQS0zZI","Animals","capybara",2,24,24
"2562","SkMEzQS0zZI","Animals","moose",26,-1,24
"2563","SkMEzQS0zZI","Animals","bobcat",25,-1,24
"2564","SkMEzQS0zZI","Animals","tiger",24,-2,24
"2565","SkMEzQS0zZI","Animals","dog",22,-1,24
"2566","SkMEzQS0zZI","Animals","cat",21,2,24
"2567","SkMEzQS0zZI","Animals","wolf",23,-22,24
"2568","SkMEzQS0zZI","Animals","bear",1,7,24
"2569","SkMEzQS0zZI","Animals","manatee",8,5,24
"2570","SkMEzQS0zZI","Animals","dolphin",13,-1,24
"2571","SkMEzQS0zZI","Animals","whale",12,2,24
"2572","SkMEzQS0zZI","Animals","shark",14,1,24
"2573","SkMEzQS0zZI","Animals","anglerfish",15,1,24
"2574","SkMEzQS0zZI","Animals","clownfish",16,-7,24
"2575","SkMEzQS0zZI","Animals","salmon",9,-4,24
"2576","SkMEzQS0zZI","Methods of Transportation","bus",1,3,11
"2577","SkMEzQS0zZI","Methods of Transportation","tram",4,7,11
"2578","SkMEzQS0zZI","Methods of Transportation","subway",11,-6,11
"2579","SkMEzQS0zZI","Methods of Transportation","plane",5,1,11
"2580","SkMEzQS0zZI","Methods of Transportation","onfoot",6,1,11
"2581","SkMEzQS0zZI","Methods of Transportation","bike",7,1,11
"2582","SkMEzQS0zZI","Methods of Transportation","skateboard",8,-5,11
"2583","SkMEzQS0zZI","Methods of Transportation","car",3,11,11
"2584","SkMEzQS0zZI","Methods of Transportation","unicycle",14,-2,11
